job_id,sort_order,city,district
daac7c2f79a399dd,0,Hà Nội,Cầu Giấy
43e3cc50f2ff4918,0,Hà Nội,Đống Đa
5451e8c46c286387,0,Đà Nẵng,
804d6da5ec6ce19e,0,Hồ Chí Minh,Quận 9
804d6da5ec6ce19e,1,Hà Nội,Cầu Giấy
804d6da5ec6ce19e,2,Đà Nẵng,Ngũ Hành Sơn
804d6da5ec6ce19e,3,Thừa Thiên Huế,TP Huế
6965cc583c0cc99e,0,Hồ Chí Minh,Bình Thạnh
15545abef7f741dc,0,Đà Nẵng,
54fe781356d45ad9,0,Hà Nội,Thanh Xuân
8564dfe1ff5dea5e,0,Hà Nội,Thanh Xuân
0c6b331c15331136,0,Hà Nội,Thanh Xuân
d422a0bec556f7b4,0,Hà Nội,Thanh Xuân
61f20399a87d4c3a,0,Hà Nội,Thanh Xuân
ba7aeebcfabbc661,0,Hồ Chí Minh,Tân Bình
4cc7ebe6c3e978b8,0,Hà Nội,Cầu Giấy
f6b1de14a2e0584c,0,Hồ Chí Minh,Quận 3
d4e06e456a0e109a,0,Hà Nội,Nam Từ Liêm
bc652330ce9a4571,0,Hà Nội,
b3fc3eebef20a07a,0,Hà Nội,Ba Đình
7d16d84afeb60b7f,0,Đồng Nai,Biên Hoà
bad60b706d1dd6cb,0,Hà Nội,Thanh Xuân
bad60b706d1dd6cb,1,Hồ Chí Minh,Quận 7
bad60b706d1dd6cb,2,Hải Dương,TP Hải Dương
306f0491b49f38b7,0,Hà Nội,Thanh Xuân
306f0491b49f38b7,1,Hồ Chí Minh,Quận 7
306f0491b49f38b7,2,Hải Dương,TP Hải Dương
0123e30dbe0eebeb,0,Hà Nội,Thanh Xuân
0123e30dbe0eebeb,1,Hồ Chí Minh,Quận 7
0123e30dbe0eebeb,2,Hải Dương,TP Hải Dương
e2e827188825e04a,0,Hồ Chí Minh,Quận 10
f1d3ae4482d4a944,0,Hà Nội,
a222959e823fecb4,0,Hồ Chí Minh,Bình Thạnh
9e56ddfb63fb3523,0,Hồ Chí Minh,
69ec4a39519e74c9,0,Hồ Chí Minh,Quận 7
a388e6665e04e658,0,Hồ Chí Minh,Quận 10
e96cc94005dc9908,0,Hồ Chí Minh,
9be756676554a20d,0,Hà Nội,Hà Đông
7fc210000f0a2a35,0,Hà Nội,Thanh Xuân
b243577707c420d6,0,Hồ Chí Minh,Quận 10
1bd3b173c1bc789f,0,Hà Nội,Thanh Xuân
5c0ff7b20d9e974a,0,Hồ Chí Minh,
111efc14b0bca951,0,Hà Nội,Cầu Giấy
a43e06c124a753ea,0,Hồ Chí Minh,Quận 2
e7b34748084d072d,0,Hồ Chí Minh,Tân Bình
9f75331a3ee4f163,0,Hồ Chí Minh,Tân Bình
fa07ca2372d49cb8,0,Hồ Chí Minh,Bình Thạnh
fa07ca2372d49cb8,1,Đà Nẵng,Cẩm Lệ
40d60d76997ab7e2,0,Hà Nội,Ba Đình
40d60d76997ab7e2,1,Hồ Chí Minh,Tân Bình
fc1fdfdbd6cdb1e3,0,Hồ Chí Minh,Tân Bình
f5bb92c3c4401759,0,Hồ Chí Minh,Tân Bình
ef064846e557d830,0,Hồ Chí Minh,Tân Bình
ef064846e557d830,1,Hà Nội,Ba Đình
80bb1eff618a7aeb,0,Hồ Chí Minh,Tân Bình
c44e24bdeb4f7eeb,0,Hồ Chí Minh,Tân Bình
5da7230bd914eb8b,0,Hà Nội,Thanh Xuân
7af529691d4c45dd,0,Hà Nội,Đống Đa
5537298f4e951c54,0,Hà Nội,Cầu Giấy
b7df1b873e4c6977,0,Hồ Chí Minh,Tân Bình
9b51e5a6cded5205,0,Hà Nội,Nam Từ Liêm
60b433a51814e953,0,Hà Nội,Nam Từ Liêm
ba937bf7906d1adf,0,Hà Nội,Nam Từ Liêm
b3f3e754e8d54df5,0,Hà Nội,Cầu Giấy
f05dc511a002691a,0,Hà Nội,Hà Đông
d48210bc3a6a6933,0,Hà Nội,Hà Đông
eff2c342d9dd55b8,0,Hà Nội,Nam Từ Liêm
95da301e5de9a283,0,Hồ Chí Minh,Tân Bình
c21e7f280fd755a0,0,Hồ Chí Minh,Tân Bình
0e7d12c8d39372a4,0,Hồ Chí Minh,Gò Vấp
fccf0651e09a5702,0,Hà Nội,Hai Bà Trưng
4833ca071483e236,0,Hà Nội,Hồ Chí Minh
0c4f8a95235f3408,0,Hà Nội,Hà Đông
c56ca86cbaef32fb,0,Hà Nội,Hồ Chí Minh
9d37e4093e567fcb,0,Hà Nội,Hồ Chí Minh
8674fc7625fb0428,0,Hà Nội,Hồ Chí Minh
1e8ec311033830aa,0,Hà Nội,Hồ Chí Minh
ef5c4fcfce3f539c,0,Hà Nội,Đà Nẵng
ef5c4fcfce3f539c,1,Hồ Chí Minh,
6dc6ca124d26f866,0,Hồ Chí Minh,Quận 1
8be63db00f628b78,0,Hồ Chí Minh,Quận 1
8b4435d29eb082ca,0,Hồ Chí Minh,
3e795f1c30075927,0,Hà Nội,Cầu Giấy
714fe547ae5dfa0c,0,Hà Nội,Đống Đa
d782384074c26517,0,Hà Nội,Thanh Xuân
066684b96f95160e,0,Hà Nội,
c830ac36a1ce5064,0,Hà Nội,Cầu Giấy
2aa706ec135c70e5,0,Hà Nội,Cầu Giấy
6033a385cc56b124,0,Hà Nội,
2e437d22fb9b8646,0,Hồ Chí Minh,
35c68d5b99a1eb39,0,Hà Nội,
808e48e60579a4b0,0,Hà Nội,Cầu Giấy
5d50cebc77fe1eeb,0,Bình Dương,Tân Uyên
3cfa9b382e8af967,0,Hà Nội,Hai Bà Trưng
5e66c8b5f03249de,0,Hà Nội,Hai Bà Trưng
184bc71bbd3e4bd0,0,Hà Nội,Đống Đa
f2235320ad373aa1,0,Hà Nội,Cầu Giấy
f2235320ad373aa1,1,Hồ Chí Minh,Quận 9
e012aaceca509d59,0,Hồ Chí Minh,Quận 12
8711d3ccb003d98f,0,Hà Nội,Cầu Giấy
cbfd0683f21e787d,0,Hà Nội,Thanh Xuân
d40ee54b1a6f0d2d,0,Hà Nội,Hai Bà Trưng
e2bf2aa6bf22e9ae,0,Hà Nội,Cầu Giấy
c911ed46d9e8b7dc,0,Hồ Chí Minh,Quận 10
54b465ee69a41aeb,0,Hà Nội,Nam Từ Liêm
fc41b0b1fb8fd6e4,0,Hồ Chí Minh,Quận 9
51ec00cf8e2c0474,0,Hà Nội,
6a4f41cfc3c88935,0,Hồ Chí Minh,Quận 3
df1bf8d4fc5ce4fc,0,Hà Nội,
e74af0ed678050a3,0,Hồ Chí Minh,Quận 3
3be5b93fd177555f,0,Hồ Chí Minh,
c051d65588d13a4c,0,Hồ Chí Minh,Tân Bình
2c06eb92d432f487,0,Hồ Chí Minh,Gò Vấp
13cbf1591e9f76ac,0,Hà Nội,Thanh Xuân
c4d9aeac197ac247,0,Hồ Chí Minh,Quận 10
c4d9aeac197ac247,1,Hà Nội,Nam Từ Liêm
0666b2c2030f2df5,0,Hồ Chí Minh,Quận 10
090df87c7ae359ea,0,Hà Nội,Hai Bà Trưng
2363eff68122bbba,0,Hồ Chí Minh,
f0f2d6c831877835,0,Hà Nội,Tây Hồ
d6e56fe16a526ef7,0,Hồ Chí Minh,Gò Vấp
6b56f4e21cd10fcd,0,Hà Nội,Cầu Giấy
ab524e5e4800e933,0,Hồ Chí Minh,Tân Bình
368e0b1c57856074,0,Hà Nội,Hai Bà Trưng
466d445a2ab7f599,0,Hà Nội,
c3dc3224294f08dc,0,Đà Nẵng,Ngũ Hành Sơn
e397bf133b54173a,0,Đà Nẵng,Ngũ Hành Sơn
d022ced9433855ad,0,Đà Nẵng,Ngũ Hành Sơn
249cec5edcb5bc63,0,Đồng Nai,
2bb62b1f875e4281,0,Hà Nội,Cầu Giấy
b5d36b04899a707f,0,Hà Nội,Hoàng Mai
373f71f1bb7e4461,0,Hà Nội,Đống Đa
5a6da1a74563ece8,0,Hà Nội,Thanh Xuân
ad3b9448379b922a,0,Hà Nội,Cầu Giấy
c67ab121d7b54933,0,Hà Nội,Thanh Xuân
0ba631ef6dbd671c,0,Hồ Chí Minh,Quận 4
f94a39f16415f044,0,Lâm Đồng,TP Đà Lạt
83d918461a2d61dc,0,Hà Nội,Cầu Giấy
9c99c22e64e84d08,0,Nghệ An,TP Vinh
faf2bd452a32224c,0,Hà Nam,Duy Tiên
faf2bd452a32224c,1,Hà Nam,Thanh Liêm
30c18bcc321e3487,0,Hồ Chí Minh,Quận 3
08f23b875c04e535,0,Hồ Chí Minh,Tân Bình
2c3966bf403c4152,0,Bắc Ninh,Quế Võ
a99eee9f2ef4667b,0,Hồ Chí Minh,Gò Vấp
8b54aac78b4c742e,0,Hà Nội,Hà Đông
eef0bb4f483b34cf,0,Hồ Chí Minh,Tân Bình
e2597f851d78d7de,0,Hà Nội,Ba Đình
edeb4c62eda53985,0,Hà Nội,Ba Đình
b783e3493410df6b,0,Hồ Chí Minh,Bình Thạnh
3183bd47e9203c5b,0,Đồng Tháp,Cao Lãnh
75cca445facf3888,0,Đồng Tháp,Cao Lãnh
d7a00ce15d4b3604,0,Hà Nội,Tây Hồ
91da59ea6488330a,0,Đồng Tháp,Cao Lãnh
029165d6570cd1ea,0,Hồ Chí Minh,Đà Nẵng
018cbbc3a7ed84cd,0,Hà Nội,Cầu Giấy
6ad1e589512aa56d,0,Hà Nội,Thanh Xuân
6ec4ce3215a307b6,0,Hà Nội,Đống Đa
767f62a19cb368f5,0,Hà Nội,Cầu Giấy
4d0e36536a941386,0,Hà Nội,Cầu Giấy
06c72baa2e15f092,0,Hồ Chí Minh,Thủ Đức
eb19e8b66b70bcdb,0,Hà Nội,Nam Từ Liêm
896fe008c5b93fb6,0,Hồ Chí Minh,Quận 1
1cc52696dac3ace0,0,Hà Nội,Cầu Giấy
d70b5ada7e8fc8a1,0,Long An,Bến Lức
317c48ffb77eb67b,0,Thanh Hoá,TP Thanh Hoá
4cd4a2be08b56012,0,Thanh Hoá,TP Thanh Hoá
b9c18f95f83e388c,0,Hà Nội,
e51b3f9a7bd1b303,0,Hà Nội,Cầu Giấy
c58843c5cd7ddbb2,0,Hà Nội,Thanh Xuân
6e8278dc86a05bcf,0,Hà Nội,Thanh Xuân
d43cf74c8bc52956,0,Hà Nội,Cầu Giấy
a0d3d9290a35e4e2,0,Hà Nội,Nam Từ Liêm
9602d6f64d1ea7fd,0,Tiền Giang,
6ba42ab2cc1458a6,0,Hà Nội,Nam Từ Liêm
04c54b0771bfe751,0,Hà Nội,Nam Từ Liêm
e18290e377c3f5ca,0,Hồ Chí Minh,Quận 7
e903beed78c77b9d,0,Hồ Chí Minh,Bình Thạnh
51d3636cbd450f1f,0,Hà Nội,
458a4ca42b055ee2,0,Hồ Chí Minh,Thủ Đức
e36ce72f6bef5e05,0,Hà Nội,Nam Từ Liêm
49684f5a4d442da8,0,Hồ Chí Minh,Bình Thạnh
9d405186c3fceb71,0,Hà Nội,Nam Từ Liêm
2cb00ab4bfc32ff7,0,Hà Nội,Nam Từ Liêm
dfbd30747f0b37c2,0,Hồ Chí Minh,Bình Thạnh
e450bd76e076f8bf,0,Hà Nội,Cầu Giấy
67cb0fcfb3e2e364,0,Hồ Chí Minh,Quận 2
67cb0fcfb3e2e364,1,Hồ Chí Minh,Bình Thạnh
67cb0fcfb3e2e364,2,Hồ Chí Minh,Quận 3
67cb0fcfb3e2e364,3,Hồ Chí Minh,Phú Nhuận
67cb0fcfb3e2e364,4,Hồ Chí Minh,Gò Vấp
67cb0fcfb3e2e364,5,Hồ Chí Minh,Tân Bình
67cb0fcfb3e2e364,6,Hồ Chí Minh,Tân Phú
67cb0fcfb3e2e364,7,Hồ Chí Minh,Bình Tân
67cb0fcfb3e2e364,8,Hồ Chí Minh,Quận 11
67cb0fcfb3e2e364,9,Hồ Chí Minh,Quận 7
67cb0fcfb3e2e364,10,Bình Dương,Thủ Dầu Một
d8bc2aaf39702d68,0,Hồ Chí Minh,Bình Tân
d8bc2aaf39702d68,1,Hồ Chí Minh,Gò Vấp
d8bc2aaf39702d68,2,Hồ Chí Minh,Quận 2
d8bc2aaf39702d68,3,Hồ Chí Minh,Quận 7
d8bc2aaf39702d68,4,Hồ Chí Minh,Bình Thạnh
d8bc2aaf39702d68,5,Hồ Chí Minh,Quận 3
d8bc2aaf39702d68,6,Hồ Chí Minh,Tân Bình
d8bc2aaf39702d68,7,Hồ Chí Minh,Phú Nhuận
d8bc2aaf39702d68,8,Hồ Chí Minh,Tân Phú
d8bc2aaf39702d68,9,Hồ Chí Minh,Quận 11
d8bc2aaf39702d68,10,Bình Dương,Thủ Dầu Một
d52ee04abd92a685,0,Hà Nội,Đà Nẵng
d52ee04abd92a685,1,Hồ Chí Minh,
45534d76140ed875,0,Hà Nội,Hà Đông
68c8614b5f33b561,0,Hà Nội,Hồ Chí Minh
564aa3c904dbf611,0,Hà Nội,Cầu Giấy
e140ae9cd0c56c3b,0,Hà Nội,Hoàng Mai
3a85c1094da87c0e,0,Hà Nội,Đống Đa
a38fc1e9360eb96d,0,Hà Nội,Hà Đông
7da0352859d0127e,0,Hồ Chí Minh,Thủ Đức
7da0352859d0127e,1,Hồ Chí Minh,Nhà Bè
7da0352859d0127e,2,Hồ Chí Minh,Quận 6
7da0352859d0127e,3,Hồ Chí Minh,Quận 7
7da0352859d0127e,4,Hồ Chí Minh,Quận 12
7da0352859d0127e,5,Hồ Chí Minh,Bình Chánh
202ebbd3b8a8d09c,0,Hà Nội,
a6263f309876b320,0,Hồ Chí Minh,Quận 12
3c573ba21aa45892,0,Hà Nội,Thanh Xuân
ad577c0721afe916,0,Hà Nội,Thanh Xuân
0dd078caedf68799,0,Hà Nội,Thanh Xuân
79e8c3ade967772d,0,Hà Nội,Hoàng Mai
548c03cde2945e63,0,Hà Nội,Bắc Từ Liêm
723643edccea67db,0,Hà Nội,Thanh Xuân
8454d1261c37458d,0,Hồ Chí Minh,Quận 1
3006f6d1bdbd1d98,0,Hà Nội,Cầu Giấy
33088257c5595efb,0,Hà Nội,Hồ Chí Minh
9365c02a2eab120f,0,Hà Nội,Cầu Giấy
406360899ced15bf,0,Thanh Hoá,TP Thanh Hoá
fe1f5654048bcef0,0,Hà Nội,Thanh Xuân
9b1348bd569f5204,0,Hà Nội,
db97dc1405c8a82e,0,Hà Nội,Cầu Giấy
6c11ecab7fd7d42e,0,Hà Nội,Cầu Giấy
d01afd163b3c037a,0,Hà Nội,Cầu Giấy
39e1ceef3a0f21c3,0,Hà Nội,
c294ceb1483957e3,0,Hà Nội,Cầu Giấy
e18dc389daec2c8e,0,Hưng Yên,Văn Giang
e18dc389daec2c8e,1,Hà Nội,Nam Từ Liêm
88c16e29cb2a26ab,0,Hà Nội,Hoàng Mai
6236156598329610,0,Hồ Chí Minh,Tân Bình
a4eb28c2aa2006d5,0,Hà Nội,Cầu Giấy
eed70246d86db033,0,Hà Nội,Tây Hồ
ab2708f3d57961c5,0,Hà Nội,Thanh Trì
8bf8576e7c8d7c26,0,Hồ Chí Minh,Quận 1
1a2cb2447657b373,0,Hà Nội,Cầu Giấy
52586d703752486b,0,Hà Nội,Đống Đa
e5dd407020bc7f39,0,Hà Nội,Hà Đông
d6f26fc539da0fe5,0,Hà Nội,Đống Đa
b117d084a168a119,0,Hà Nội,
74f199112f57c8da,0,Hồ Chí Minh,Phú Nhuận
f7000de393c22f54,0,Hà Nội,Cầu Giấy
1326c6dcac850066,0,Hà Nội,Cầu Giấy
0cb4ba63629e9ad1,0,Hà Nội,Từ Liêm
8ead2768ef780794,0,Hà Nội,Hai Bà Trưng
193d16f389a8bba0,0,Hà Nội,Nam Từ Liêm
e06702ed7aa513a2,0,Hà Nội,Hoàn Kiếm
2204f777681d666f,0,Hà Nội,Cầu Giấy
2204f777681d666f,1,Hồ Chí Minh,Thủ Đức
98b7f62634599641,0,Hồ Chí Minh,
716bb48ad132d8c6,0,Bình Định,TP Quy Nhơn
5b4bc8f77f799fde,0,Hà Nội,Ba Đình
70398ea253b4799e,0,Hà Nội,
7f36ca1d384a60d9,0,Hà Nội,Hà Đông
4f489244572baf84,0,Hà Nội,Hà Đông
c78a64ce0b5ada3d,0,Hồ Chí Minh,Bình Thạnh
52171a00b793ac9f,0,Hà Nội,Tây Hồ
679b68fc50b13e65,0,Hà Nội,Đống Đa
6941032dbe1f5c55,0,Hà Nội,Cầu Giấy
8bebca4e041dbdcb,0,Hà Nội,Thanh Xuân
12ac70f8dd5aeaa9,0,Hà Nội,Hai Bà Trưng
02400b6bdccca48d,0,Hà Nội,Cầu Giấy
88de4bdebca678c4,0,Hồ Chí Minh,Tân Bình
42df3a8a46c2785b,0,Hà Nội,Hai Bà Trưng
dbe7d249967a987f,0,Hà Nội,Từ Liêm
013c3e877e91c01e,0,Hà Nội,Thanh Xuân
04463ffb3a3603ac,0,Hà Nội,Cầu Giấy
8a75353e78af40fb,0,Hồ Chí Minh,Quận 2
656084154f002aa2,0,Hà Nội,
ba9c212ea256e697,0,Hà Nội,Nam Từ Liêm
d9119d619fd1b9c8,0,Hà Nội,Thanh Xuân
74ccc6ef3d9dce1a,0,Hà Nội,Thanh Xuân
fd7ff686b6a44363,0,Hà Nội,Thanh Xuân
341bc2aa2e730942,0,Hà Nội,Cầu Giấy
341bc2aa2e730942,1,Hồ Chí Minh,Tân Bình
d3f3baf91fdf3005,0,Hà Nội,Đống Đa
6a87f47c485a70d0,0,Bình Dương,Thuận An
e377b56ce4af97ee,0,Hồ Chí Minh,
7cd2af4b8f90ca1b,0,Hồ Chí Minh,
b130152fe32bf8dc,0,Hà Nội,Đống Đa
d278ddf77b42e76d,0,Hà Nội,
2d16951cae5b52b6,0,Hà Nội,Nam Từ Liêm
69cc6ab3b35bc4ac,0,Hồ Chí Minh,
1c6a584623ad5c93,0,Hà Nội,Cầu Giấy
56845aab5c8057dd,0,Hà Nội,Nam Từ Liêm
c6f5a2101bc04a68,0,Hà Nội,Nam Từ Liêm
ee2519f682a0ed39,0,Hà Nội,Cầu Giấy
41b4c958d9316c8e,0,Hà Nội,Cầu Giấy
8f3bfcd7c781de56,0,Hà Nội,Cầu Giấy
3322d9e6ec743126,0,Hà Nội,Từ Liêm
73f2d4820a95576c,0,Hà Nội,
2ac7fd441d9fdd8d,0,Hồ Chí Minh,Quận 8
355b5d5728ebb1a9,0,Hà Nội,Cầu Giấy
827f0e726daad745,0,Hồ Chí Minh,Quận 3
43671158182eb0cf,0,Hà Nội,Nam Từ Liêm
0aedc33b7a96a8fe,0,Hà Nội,Nam Từ Liêm
52294847070ea959,0,Hà Nội,Hai Bà Trưng
6454b7d08fe2c027,0,Hà Nội,Hai Bà Trưng
c66d930936878431,0,Hà Nội,Thanh Xuân
4176caa4ba626234,0,Hà Nội,Đống Đa
6267b13be2f3f71c,0,Hồ Chí Minh,Quận 4
8d6c2ecc02c2749d,0,Bình Dương,Tân Uyên
423eab6138adc539,0,Hà Nội,Nam Từ Liêm
735bb6851e782622,0,Hà Nội,Hoàng Mai
e7ea06d317e2a883,0,Hà Nội,Bắc Từ Liêm
1c683228dfbbbd79,0,Hà Nội,Nam Từ Liêm
1c683228dfbbbd79,1,Hà Nội,Hoàng Mai
81db6b1d25fc42e2,0,Hà Nội,
ecd676c719669a79,0,Hà Nội,Bắc Từ Liêm
e69e2058f6cc6844,0,Hà Nội,Cầu Giấy
bd22639837eed582,0,Hà Nội,Long Biên
2a9b130dc3dad397,0,Đà Nẵng,Ngũ Hành Sơn
b8cfcf3f81a511af,0,Hà Nội,Long Biên
635a690abc2f1b25,0,Hà Nội,Đống Đa
fd836cafd38993e6,0,Hà Nội,Thanh Xuân
a90084e2848e41b9,0,Hồ Chí Minh,Tân Bình
4b88c3dd11836502,0,Hồ Chí Minh,Quận 12
3ea088e8edbd3f0c,0,Hồ Chí Minh,Quận 7
d8860bb17780ee7f,0,Hồ Chí Minh,Quận 4
d8860bb17780ee7f,1,Hà Nội,Cầu Giấy
22d91857c0c6e380,0,Hồ Chí Minh,Quận 4
063b750218021ba5,0,Hà Nội,Cầu Giấy
063b750218021ba5,1,Hồ Chí Minh,Quận 4
54d84c98f6b1171b,0,Hà Nội,Đống Đa
64b5d274084b74f4,0,Hà Nội,Cầu Giấy
92994f95af9c6a81,0,Hà Nội,Cầu Giấy
a7c327313e63c9e5,0,Hà Nội,Đống Đa
380de0abac0f4a5a,0,Hà Nội,Cầu Giấy
87345cb675ae1d97,0,Hà Nội,Bắc Từ Liêm
01b0807c6508b598,0,Hồ Chí Minh,Phú Nhuận
8985647ad82104b3,0,Hồ Chí Minh,Phú Nhuận
c9a6b33b78093e16,0,Hà Nội,Bắc Từ Liêm
f73caa65a8949681,0,Hà Nội,Nam Từ Liêm
a2c0613e29382fc6,0,Hồ Chí Minh,Quận 2
8d1cb1bfb3e34f52,0,Hà Nội,Đống Đa
4285776221069dcc,0,Hồ Chí Minh,Bình Thạnh
9708f3da0f044325,0,Hồ Chí Minh,Bình Thạnh
3b6bd6ba560db5b2,0,Hồ Chí Minh,Quận 2
1f41b7f1762a2386,0,Hà Nội,Đống Đa
4dbd3bfc7bb13a5c,0,Hồ Chí Minh,Quận 7
5c3c5a782947f905,0,Hà Nội,
ac5816bbef23088d,0,Hồ Chí Minh,Quận 10
4ad2410469f28e23,0,Hồ Chí Minh,Tân Bình
fbba7088daaecccd,0,Hà Nội,Đống Đa
8afe656bd59dedde,0,Hà Nội,Đống Đa
10ff4eca04b2a901,0,Hồ Chí Minh,Quận 1
d19372608a33a3a2,0,Hồ Chí Minh,Quận 10
41c7f4b407f8d959,0,Hà Nội,Thanh Xuân
21f6de1851f20fef,0,Hà Nội,Bắc Từ Liêm
0063112e5c1a3908,0,Hà Nội,Thanh Xuân
16c104f4eb43884b,0,Hà Nội,Cầu Giấy
16c104f4eb43884b,1,Hà Nội,Thanh Xuân
4144b6ca8c5148f7,0,Hà Nội,Từ Liêm
934020a297f67372,0,Hà Nội,Nam Từ Liêm
64ef88b7271fd6e8,0,Hà Nội,Thanh Xuân
245173358a5e8b55,0,Hà Nội,Thanh Xuân
436df725d61e7206,0,Hà Nội,
904c645418bba424,0,Hồ Chí Minh,Quận 3
ab6b66afb42bb9e4,0,Hà Nội,Hai Bà Trưng
9da7c1dba51b2f35,0,Hồ Chí Minh,Bình Thạnh
e3beeffea0becae9,0,Hồ Chí Minh,Thủ Đức
56c7f88912b9fe16,0,Hà Nội,Nam Từ Liêm
640bc9f2472becf5,0,Hồ Chí Minh,Quận 1
479f73c1640e9dd2,0,Hà Nội,Tây Hồ
72fa1346e72d931d,0,Hà Nội,Đống Đa
07294f60febeaccc,0,Hà Nội,Cầu Giấy
b64e2ee560c87002,0,Hà Nội,Cầu Giấy
ff35135ef4d66584,0,Hà Nội,Nam Từ Liêm
9393de313f682747,0,Hà Nội,Cầu Giấy
29eaead37ab080b5,0,Hà Nội,Cầu Giấy
2884800b0c079e53,0,Hồ Chí Minh,Quận 4
bd094ea2651707f9,0,Hà Nội,Nam Từ Liêm
e9298cc33a4b2b2f,0,Hà Nội,
76754ea6aa0aeba2,0,Hồ Chí Minh,Quận 1
e9b2be9d4dd12e98,0,Bình Dương,Thủ Dầu Một
d63e6c0a0883b4c4,0,Hà Nội,Hai Bà Trưng
69e0d48611632a00,0,Hà Nội,Thanh Xuân
fd70e89037c527a0,0,Hồ Chí Minh,Quận 5
985fef39afde365e,0,Hà Nội,Nam Từ Liêm
75b56882777b2e16,0,Hà Nội,Nam Từ Liêm
eeb66d394a26be90,0,Hà Nội,
ca9c29f07876f971,0,Hà Nội,Nam Từ Liêm
8061ccd472103753,0,Hà Nội,
4482d8105b5f6036,0,Hà Nội,
063a487ae5a24458,0,Hà Nội,
b240b1222542d3ae,0,Hà Nội,
79e0088749e57eb7,0,Hà Nội,Nam Từ Liêm
a3a05b9a01637801,0,Đà Nẵng,Hải Châu
b880ef15fff9026c,0,Hồ Chí Minh,Gò Vấp
b880ef15fff9026c,1,Đà Nẵng,Sơn Trà
b880ef15fff9026c,2,Hà Nội,Đống Đa
9114daa7338e4e0f,0,Hồ Chí Minh,Quận 5
bacc16d2e5a54010,0,Hồ Chí Minh,Bình Thạnh
429492feb2da3b9b,0,Hà Nội,Cầu Giấy
be352987bfb688f9,0,Hà Nội,Cầu Giấy
e60978fdb5c57908,0,Hà Nội,Cầu Giấy
220300d06131e36f,0,Hà Nội,Cầu Giấy
575cba67e283a6cd,0,Hà Nội,Nam Từ Liêm
ae00f077fe9075e3,0,Hà Nội,Đống Đa
d0377c6b9e428f0f,0,Hà Nội,Đống Đa
b1400711c79283e2,0,Hà Nội,Đống Đa
8f8756770971ede4,0,Hà Nội,Cầu Giấy
b6e8abde0c7b566a,0,Hà Nội,
adf28a09604bb437,0,Hà Nội,Ba Đình
127b211b1b494b21,0,Hà Nội,Cầu Giấy
170ee979cf2b88c8,0,Hà Nội,Cầu Giấy
365b0e2ce6a7c9ae,0,Hà Nội,Cầu Giấy
e6c4695bc1a44a16,0,Hồ Chí Minh,Tân Bình
c2e78fe9fb5c3102,0,Hà Nội,Thanh Xuân
af9c754fc942f50b,0,Hà Nội,Hà Đông
78225cf01845d8ed,0,Hà Nội,
f54ba10a52cbd293,0,Hà Nội,Thạch Thất
ba409e5227e89716,0,Hà Nội,Cầu Giấy
50954a5bde3e8536,0,Hà Nội,Cầu Giấy
93e17849065ef782,0,Hà Nội,Bắc Từ Liêm
bfe34adb503b105d,0,Hồ Chí Minh,Tân Bình
74a375d4409e2f9c,0,Đà Nẵng,Ngũ Hành Sơn
fc2839ba8b418ff4,0,Hà Nội,Cầu Giấy
c703cb74d93ad316,0,Hà Nội,Ba Đình
d9b43e42d61d7686,0,Hà Nội,Ba Đình
f324a40e2b3493ff,0,Hà Nội,Ba Đình
c04ea5b9904b1970,0,Hà Nội,Ba Đình
3041a99cc40415ec,0,Hà Nội,Ba Đình
f240aab0c364425d,0,Hà Nội,Ba Đình
5597a9f6d78eef9a,0,Hà Nội,Nam Từ Liêm
199705286fd264fe,0,Hồ Chí Minh,
56b777e39688a897,0,Hồ Chí Minh,Thủ Đức
fc0b3b16154baeb3,0,Hà Nội,Thanh Xuân
e0dfd690a67690ea,0,Hà Nội,Cầu Giấy
1168e9a8ab27fbe8,0,Hải Phòng,Lê Chân
cfe881a4ed126d50,0,Hà Nội,Tây Hồ
bd247340c47a8f1d,0,Hồ Chí Minh,Bình Thạnh
38f0359cd1cb5ad5,0,Hồ Chí Minh,Phú Nhuận
8a867b858dbad34f,0,Hồ Chí Minh,Tân Bình
cf81e89972671af8,0,Hà Nội,Nam Từ Liêm
2e50559e61465708,0,Hồ Chí Minh,Tân Bình
d3f5dec2e0af909c,0,Hồ Chí Minh,Phú Nhuận
d3f5dec2e0af909c,1,Đà Nẵng,Thanh Khê
2b7c6f13462b3f7b,0,Hồ Chí Minh,Phú Nhuận
2b7c6f13462b3f7b,1,Đà Nẵng,Thanh Khê
21e9e210cd61e900,0,Hà Nội,Đống Đa
497c346c992cf558,0,Hà Nội,Từ Liêm
3e14749e3aa54e61,0,Hà Nội,Tây Hồ
08fe497c8105fdd0,0,Hà Nội,Ba Đình
177e072a1d71c8c2,0,Thanh Hoá,Thạch Thành
13491d4a6dc9f41d,0,Hà Nội,
c61e1e8f04c0a1d1,0,Hà Nội,Thanh Xuân
4344b1d74a9b1a4a,0,Hà Nội,Thanh Xuân
345e743208fba812,0,Hà Nội,
8e22bd17d2312fb3,0,Hà Nội,Nam Từ Liêm
a00048abb7eabaad,0,Hà Nội,Hồ Chí Minh
a00048abb7eabaad,1,Đà Nẵng,
32ebab9f0c213f80,0,Hà Nội,Hồ Chí Minh
32ebab9f0c213f80,1,Đà Nẵng,
f601afaeee649307,0,Hà Nội,Cầu Giấy
c8cc3235ff808f9a,0,Hà Nội,Đống Đa
